1;L. J. Gonzer Associates New York, NY Contractor;Computer Programmer;"Responsibilities of the Computer Programmer:
-Design, implement, and maintain software for database management systems, operating systems, and data communications systems
-Ensure proper sub-system integration for systems to function successfully
-Contribute to the design and engineering of communications systems for capital projects
-Attend installations of communications systems to verify adherence to specifications and quality standards
Requirements of the Computer Programmer:
-A Bachelor's degree in Electrical Engineering or Computer Science
-At least 2 years of experience with computer system design and development
-OSHA-30 certification
-8 hour Lead Awareness Course
Preferred qualifications of the Computer Programmer:
-New York State Professional Engineer (PE) License
Recommended Skills
Database Application Software Development
Help us improve CareerBuilder by providing feedback about this job:
Report this job
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['Database', 'Application', 'Software', 'Development']];https://www.careerbuilder.com/job/J2R0646F2KBSM5Z915L
2;Robert Half Teaneck, NJ Full Time;Computer Vision Software Engineer;"Ref ID: 02710-0012078626

Classification: Software Engineer

Compensation: $80000.00 to $115000.00 yearly

Our client is looking for a talented Software Engineer with experience in computer vision to join our fast-growing technology team to be part of an aggressive product development program on our newest products.

Major Duties/Responsibilities:

•      Software and algorithm development using 3D computer vision, image processing, machine learning, and data fusion for foot scanning devices and mobile apps.
•      Develop and improve core algorithms for image processing of data for devices and mobile apps.
•      Contribute to the companies software development and implement innovative ideas to software application. 
•      BS/MS in Computer Science, Computer Vision, Machine Learning, Applied Mathematics, or related field
•      3+ years industry experience as software engineer writing computer vision algorithms
•      Strong programming abilities. Expertise in C++ and Python.
•      Experience programming cameras, camera calibration, or stereo depth cameras
•      Experience with OpenCV, VTK, or other image processing libraries
•      Experience with standard software develop practices and tools (Github, etc.)
•      Demonstrated critical thinking and creative problem solving

Nice-to-haves:
•      Prior experience with 3D reconstruction, point-cloud stitching, surface reconstruction, and 3D rendering
•      Experience with deep learning models - YOLO, Core ML, R-CNN or related.
•      Experience with AWS services
•      Familiarity or experience with mobile development

Successful candidates will have:

•      Entrepreneurial spirit who is willing to accept challenges and responsibilities.
•      Outstanding interpersonal skills and a can-do attitude, with strong collaboration skills and ability to thrive in a fast-paced, global environment.
•      Adaptability to work in a growing, dynamic team across countries.
•      Good written and verbal communication skills in English.


Technology Doesn't Change the World, People Do.®
Robert Half is the world’s first and largest specialized talent solutions firm that connects highly qualified job seekers to opportunities at great companies. We offer contract, temporary and permanent placement solutions for finance and accounting, technology, marketing and creative, legal, and administrative and customer support roles.
Robert Half puts you in the best position to succeed by advocating on your behalf and promoting you to employers. We provide access to top jobs, competitive compensation and benefits, and free online training. Stay on top of every opportunity – even on the go. Download the Robert Half app and get 1-tap apply, instant notifications for AI-matched jobs, and more.
Questions? Call your local office at
1.888.490.4429. All applicants applying for U.S. job openings must be legally authorized to work in the United States. Benefits are available to contract/temporary professionals. Visit [ Link removed ] - Click here to apply to Computer Vision Software Engineer for more information.
© 2021 Robert Half. An Equal Opportunity Employer. M/F/Disability/Veterans. By clicking “Apply Now,” you’re agreeing to Robert Half’s Terms of Use.
Recommended Skills
Adaptability Algorithms Amazon Web Services Applied Mathematics C++ (Programming Language) Calibration
Help us improve CareerBuilder by providing feedback about this job:
Report this job
Job ID: 02710-0012078626
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['Adaptability', 'Algorithms', 'Amazon', 'Web', 'Services', 'Applied', 'Mathematics', 'C++', '(Programming', 'Language)', 'Calibration']];https://www.careerbuilder.com/job/J3P7P96K33V1HC1NQPT
3;Tap And Go Newark, NJ Full-Time/Part-Time;Data Entry Clerk / Remote Work From Home / Part-time & Full-time;"We're looking for: Remote work from home administrative assistant, data entry clerk, typing, customer service representative. Get Started now!
Thank you for checking us out! Work From Home Data Entry Jobs - Part Time, Full Time

We are seeking individuals who are looking for part time or full time work or side gigs to be connected with companies who are hiring employees directly to work from their homes. You will find both full-time and part-time remote opportunities in a variety of career fields.

Legitimate Work From Home Data Entry Jobs are going to require that you have skills relevant to the position you are applying for. Training is provided based on the position.
JOB REQUIREMENTS
Computer with internet access
Quiet work space away from distractions
Must be able and comfortable to working in an environment without immediate supervision
Ability to read, understand, and follow oral and written instructions.
Data entry or administrative assistant experience is not needed but can be a bonus
We are recruiting those who have a background in health care, ware house worker, delivery drivers, customer service, etc - we welcome all backgrounds so long as you're ready to learn
You must apply on our website only.
#COVID-19
Location: Work At Home Positions (Remote)
Employment Type: Part time/full time independent
Career / Skills Level required: Entry Level
Department: Remote work from home data entry
Education: HS Diploma / GED / Entry Level
Experience: Entry Level, none
Typing 25+ words per minute 
You enjoy data entry work and can perform the work from your home or location of choosing (remote work at home job)
Computer with internet access
It is crucial that you be self-motivated and able to follow explicit directions to begin working from home
Self Motivated - you must be 100% able to commit to working with little supervision
Work from home jobs of this nature require Internet and one of the following: Laptop or PC, MAC, or Smart Device - Android or IOS
Ready to get started? Start today and get paid next week.

Thanks for checking us out and we look forward to helping you achieve your goals!

Our folks come from a wide variety of backgrounds like customer service representative, administrative assistant, health care workers, human resources, warehouse workers, car delivery drivers and many more. 
Recommended Skills
Android Or I Os Computer / Laptop Customer Service Data Entry Internet Remote / Work From Home
Help us improve CareerBuilder by providing feedback about this job:
Report this job
Job ID: NEWT A11 extra
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['Android', 'Or', 'I', 'Os', 'Computer', '/', 'Laptop', 'Customer', 'Service', 'Data', 'Entry', 'Internet', 'Remote', '/', 'Work', 'From', 'Home']];https://www.careerbuilder.com/job/J4R4C469GS2CYZFGK4L
4;Overit Newark, NJ, NJ Full-Time/Part-Time;Remote Data Entry Clerk - Part Time;"Remote work from home administrative assistant, data entry clerk, typing, customer service representative , get started now.
Thank you for checking us out! Work From Home Data Entry Jobs - Part Time, Full Time

We are seeking individuals who are looking for part time or full time work or side gigs to be connected with companies who are hiring employees directly to work from their homes. You will find both full-time and part-time remote opportunities in a variety of career fields.

Legitimate Work From Home Data Entry Jobs are going to require that you have skills relevant to the position you are applying for. Training is provided based on the position.
JOB REQUIREMENTS
Computer with internet access
Quiet work space away from distractions
Must be able and comfortable to working in an environment without immediate supervision
Ability to read, understand, and follow oral and written instructions.
Data entry or administrative assistant experience is not needed but can be a bonus
We are recruiting those who have a background in health care, ware house worker, delivery drivers, customer service, etc - we welcome all backgrounds so long as you're ready to learn
You must apply on our website only.
Location: Work At Home Positions (Remote)
Employment Type: Part time/full time independent 
Career / Skills Level required:
Entry Level Department: Remote work from home data entry
Education: HS Diploma / GED / Entry Level
Experience: Entry Level, none
Typing 25+ words per minute 
You enjoy data entry work and can perform the work from your home or location of choosing (remote work at home job)
Computer with internet access
It is crucial that you be self-motivated and able to follow explicit directions to begin working from home
Self Motivated - you must be 100% able to commit to working with little supervision
Work from home jobs of this nature require Internet and one of the following: Laptop or PC, MAC, or Smart Device - Android or IOS
Ready to get started? Start today and get paid next week.

Thanks for checking us out and we look forward to helping you achieve your goals!

Our folks come from a wide variety of backgrounds like customer service representative, administrative assistant, health care workers, human resources, warehouse workers, car delivery drivers and many more. 
Recommended Skills
Android Or I Os Computer / Laptop Customer Service Data Entry Internet Remote / Work From Home
Help us improve CareerBuilder by providing feedback about this job:
Report this job
Job ID: NEWT A11 extra
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['Android', 'Or', 'I', 'Os', 'Computer', '/', 'Laptop', 'Customer', 'Service', 'Data', 'Entry', 'Internet', 'Remote', '/', 'Work', 'From', 'Home']];https://www.careerbuilder.com/job/J2W0R0690PVQ5Q7TJCW
5;The Remote Jobs Jersey City, NJ, NJ Full-Time/Part-Time;Remote Work From Home Administrative Assistant/ Receptionist;"Remote Work From Home Administrative Assistant/ Receptionist
* Remote work from home administrative assistant, data entry clerk, typing, customer service representative , get started now.
Thank you for checking us out! Work From Home Data Entry Jobs - Part Time, Full Time

We are seeking individuals who are looking for part time or full time work or side gigs to be connected with companies who are hiring employees directly to work from their homes. You will find both full-time and part-time remote opportunities in a variety of career fields.

Legitimate Work From Home Data Entry Jobs are going to require that you have skills relevant to the position you are applying for. Training is provided based on the position.
JOB REQUIREMENTS
Computer with internet access
Quiet work space away from distractions
Must be able and comfortable to working in an environment without immediate supervision
Ability to read, understand, and follow oral and written instructions.
Data entry or administrative assistant experience is not needed but can be a bonus
We are recruiting those who have a background in health care, ware house worker, delivery drivers, customer service, etc - we welcome all backgrounds so long as you're ready to learn
You must apply on our website only.
Location: Work At Home Positions (Remote)
Employment Type: Part time/full time independent 
Career / Skills Level required:
Entry Level Department: Remote work from home data entry
Education: HS Diploma / GED / Entry Level
Experience: Entry Level, none
Typing 25+ words per minute 
You enjoy data entry work and can perform the work from your home or location of choosing (remote work at home job)
Computer with internet access
It is crucial that you be self-motivated and able to follow explicit directions to begin working from home
Self Motivated - you must be 100% able to commit to working with little supervision
Work from home jobs of this nature require Internet and one of the following: Laptop or PC, MAC, or Smart Device - Android or IOS
Ready to get started? Start today and get paid next week.

Thanks for checking us out and we look forward to helping you achieve your goals!

Our folks come from a wide variety of backgrounds like customer service representative, administrative assistant, health care workers, human resources, warehouse workers, car delivery drivers and many more. 
Recommended Skills
Android Or I Os Computer / Laptop Customer Service Data Entry Internet Remote / Work From Home
Help us improve CareerBuilder by providing feedback about this job:
Report this job
Job ID: NEWT A11 extra
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['Android', 'Or', 'I', 'Os', 'Computer', '/', 'Laptop', 'Customer', 'Service', 'Data', 'Entry', 'Internet', 'Remote', '/', 'Work', 'From', 'Home']];https://www.careerbuilder.com/job/JD684V6PSV2B6V7S0Z5
6;Bethany Remote New York, NY Full-Time/Part-Time;Data Entry Clerk Remote Work From Home - Part-time & Full-time;"Remote work from home administrative assistant, data entry clerk, typing, customer service representative , get started now.
Thank you for checking us out! Work From Home Data Entry Jobs - Part Time, Full Time

We are seeking individuals who are looking for part time or full time work or side gigs to be connected with companies who are hiring employees directly to work from their homes. You will find both full-time and part-time remote opportunities in a variety of career fields.

Legitimate Work From Home Data Entry Jobs are going to require that you have skills relevant to the position you are applying for. Training is provided based on the position.
JOB REQUIREMENTS
Computer with internet access
Quiet work space away from distractions
Must be able and comfortable to working in an environment without immediate supervision
Ability to read, understand, and follow oral and written instructions.
Data entry or administrative assistant experience is not needed but can be a bonus
We are recruiting those who have a background in health care, ware house worker, delivery drivers, customer service, etc - we welcome all backgrounds so long as you're ready to learn
You must apply on our website only.
Location: Work At Home Positions (Remote)
Employment Type: Part time/full time independent
Career / Skills Level required: Entry Level
Department: Remote work from home data entry
Education: HS Diploma / GED / Entry Level
Experience: Entry Level, none
Typing 25+ words per minute 
You enjoy data entry work and can perform the work from your home or location of choosing (remote work at home job)
Computer with internet access
It is crucial that you be self-motivated and able to follow explicit directions to begin working from home
Self Motivated - you must be 100% able to commit to working with little supervision
Work from home jobs of this nature require Internet and one of the following: Laptop or PC, MAC, or Smart Device - Android or IOS
Ready to get started? Start today and get paid next week.

Thanks for checking us out and we look forward to helping you achieve your goals!

Our folks come from a wide variety of backgrounds like customer service representative, administrative assistant, health care workers, human resources, warehouse workers, car delivery drivers and many more. 
Recommended Skills
Android Or I Os Computer / Laptop Customer Service Data Entry Internet Remote / Work From Home
Help us improve CareerBuilder by providing feedback about this job:
Report this job
Job ID: NEWT A11 extra
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['Android', 'Or', 'I', 'Os', 'Computer', '/', 'Laptop', 'Customer', 'Service', 'Data', 'Entry', 'Internet', 'Remote', '/', 'Work', 'From', 'Home']];https://www.careerbuilder.com/job/JD77RH776VRNBWWBNGS
7;Faster Tech Support New York, NY, NY Full-Time/Part-Time;Data Entry Clerk / Remote Work From Home / Part-time & Full-time;"Data Entry Clerk / Remote Work From Home / Part-time & Full-time
Remote work from home administrative assistant, data entry clerk, typing, customer service representative , get started now.
Thank you for checking us out! Work From Home Data Entry Jobs - Part Time, Full Time

We are seeking individuals who are looking for part time or full time work or side gigs to be connected with companies who are hiring employees directly to work from their homes. You will find both full-time and part-time remote opportunities in a variety of career fields.

Legitimate Work From Home Data Entry Jobs are going to require that you have skills relevant to the position you are applying for. Training is provided based on the position.
JOB REQUIREMENTS
Computer with internet access
Quiet work space away from distractions
Must be able and comfortable to working in an environment without immediate supervision
Ability to read, understand, and follow oral and written instructions.
Data entry or administrative assistant experience is not needed but can be a bonus
We are recruiting those who have a background in health care, ware house worker, delivery drivers, customer service, etc - we welcome all backgrounds so long as you're ready to learn
You must apply on our website only.
#COVID-19
Location: Work At Home Positions (Remote)
Employment Type: Part time/full time independent
Career / Skills Level required: Entry Level
Department: Remote work from home data entry
Education: HS Diploma / GED / Entry Level
Experience: Entry Level, none
Typing 25+ words per minute 
You enjoy data entry work and can perform the work from your home or location of choosing (remote work at home job)
Computer with internet access
It is crucial that you be self-motivated and able to follow explicit directions to begin working from home
Self Motivated - you must be 100% able to commit to working with little supervision
Work from home jobs of this nature require Internet and one of the following: Laptop or PC, MAC, or Smart Device - Android or IOS
Ready to get started? Start today and get paid next week.

Thanks for checking us out and we look forward to helping you achieve your goals!

Our folks come from a wide variety of backgrounds like customer service representative, administrative assistant, health care workers, human resources, warehouse workers, car delivery drivers and many more. 
Recommended Skills
Android Or I Os Computer / Laptop Customer Service Data Entry Internet Remote / Work From Home
Help us improve CareerBuilder by providing feedback about this job:
Report this job
Job ID: NEWT A11 extra
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['Android', 'Or', 'I', 'Os', 'Computer', '/', 'Laptop', 'Customer', 'Service', 'Data', 'Entry', 'Internet', 'Remote', '/', 'Work', 'From', 'Home']];https://www.careerbuilder.com/job/J2R1L4670HFDFM4YQ60
8;Revature Newark, NJ Full Time;Entry Level Computer Programmer - No Experience Required;"One day someone is going to ask you where you got your start…This is IT!
With a wide range of Fortune 500 enterprises, government organizations and top systems integrators as our clients, we not only provide you with the skills needed to succeed through an employer-paid training program but will also give you the opportunity to put those skills to use, on projects that matter. .
What We Are Looking For
College degree (Associates or Bachelors)
Must be authorized to work in the US
Strong desire to learn to code – No prior professional experience required. 
A natural problem solver
Strong communication and interpersonal skills
Willing to relocate anywhere in the US – Relocation assistance provided
What We Offer
Competitive salary
Relocation & housing assistance
Health, vision & dental insurance
Paid time off
Industry Certifications
Life Insurance Policy
401k
Mentoring program and ongoing support throughout your entire Revature career
Experience with the largest and most reputable companies in the US
Apply Today. Interviews are going on now.
#SoftwareEngineering
Equal Employment Opportunity
The Company is an equal opportunity employer. We will extend equal opportunity to all individuals without regard to race, religion, color, sex, pregnancy, childbirth or related medical conditions, sexual orientation, gender identity, national origin, disability, age, genetic information, marital status, veteran status, or any other status protected under applicable federal, state, or local laws. This policy applies to all terms and conditions of employment, including but not limited to, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, benefits, compensation and training. If you require an accommodation to work based on any of these protected factors, please notify the Human Resources Department, and the Company will evaluate the request and provide an accommodation in accordance with applicable law.
We seek to comply with all applicable federal, state and local laws related to discrimination and will not tolerate the interference with the ability of any of the Company’s employees to perform their job duties. Our policy reflects and affirms the Company’s commitment to the principles of fair employment and the elimination of all discriminatory practices.
  Recommended Skills
Communication Interpersonal Skills Problem Solving State Ownership
Help us improve CareerBuilder by providing feedback about this job:
Report this job
Job ID: FHO1-ahrzaya
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['Communication', 'Interpersonal', 'Skills', 'Problem', 'Solving', 'State', 'Ownership']];https://www.careerbuilder.com/job/J3P10F6X09SVZX3ZSS5
9;Revature Elizabeth, NJ Full Time;Computer Programmer;"One day someone is going to ask you where you got your start…This is IT!
With a wide range of Fortune 500 enterprises, government organizations and top systems integrators as our clients, we not only provide you with the skills needed to succeed through an employer-paid training program but will also give you the opportunity to put those skills to use, on projects that matter. .
What We Are Looking For
College degree (Associates or Bachelors)
Must be authorized to work in the US
Strong desire to learn to code – No prior professional experience required. 
A natural problem solver
Strong communication and interpersonal skills
Willing to relocate anywhere in the US – Relocation assistance provided
What We Offer
Competitive salary
Relocation & housing assistance
Health, vision & dental insurance
Paid time off
Industry Certifications
Life Insurance Policy
401k
Mentoring program and ongoing support throughout your entire Revature career
Experience with the largest and most reputable companies in the US
Apply Today. Interviews are going on now.
#SoftwareEngineering
Equal Employment Opportunity
The Company is an equal opportunity employer. We will extend equal opportunity to all individuals without regard to race, religion, color, sex, pregnancy, childbirth or related medical conditions, sexual orientation, gender identity, national origin, disability, age, genetic information, marital status, veteran status, or any other status protected under applicable federal, state, or local laws. This policy applies to all terms and conditions of employment, including but not limited to, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, benefits, compensation and training. If you require an accommodation to work based on any of these protected factors, please notify the Human Resources Department, and the Company will evaluate the request and provide an accommodation in accordance with applicable law.
We seek to comply with all applicable federal, state and local laws related to discrimination and will not tolerate the interference with the ability of any of the Company’s employees to perform their job duties. Our policy reflects and affirms the Company’s commitment to the principles of fair employment and the elimination of all discriminatory practices.
  Recommended Skills
Communication Interpersonal Skills Problem Solving State Ownership
Help us improve CareerBuilder by providing feedback about this job:
Report this job
Job ID: FHO1-ahrzazm
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['Communication', 'Interpersonal', 'Skills', 'Problem', 'Solving', 'State', 'Ownership']];https://www.careerbuilder.com/job/J3P8H36SVLBXMKPFX5Q
10;Revature Jersey City, NJ Full Time;Entry Level Computer Programmer;"One day someone is going to ask you where you got your start…This is IT!
With a wide range of Fortune 500 enterprises, government organizations and top systems integrators as our clients, we not only provide you with the skills needed to succeed through an employer-paid training program but will also give you the opportunity to put those skills to use, on projects that matter. .
What We Are Looking For
College degree (Associates or Bachelors)
Must be authorized to work in the US
Strong desire to learn to code – No prior professional experience required. 
A natural problem solver
Strong communication and interpersonal skills
Willing to relocate anywhere in the US – Relocation assistance provided
What We Offer
Competitive salary
Relocation & housing assistance
Health, vision & dental insurance
Paid time off
Industry Certifications
Life Insurance Policy
401k
Mentoring program and ongoing support throughout your entire Revature career
Experience with the largest and most reputable companies in the US
Apply Today. Interviews are going on now.
#SoftwareEngineering
Equal Employment Opportunity
The Company is an equal opportunity employer. We will extend equal opportunity to all individuals without regard to race, religion, color, sex, pregnancy, childbirth or related medical conditions, sexual orientation, gender identity, national origin, disability, age, genetic information, marital status, veteran status, or any other status protected under applicable federal, state, or local laws. This policy applies to all terms and conditions of employment, including but not limited to, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, benefits, compensation and training. If you require an accommodation to work based on any of these protected factors, please notify the Human Resources Department, and the Company will evaluate the request and provide an accommodation in accordance with applicable law.
We seek to comply with all applicable federal, state and local laws related to discrimination and will not tolerate the interference with the ability of any of the Company’s employees to perform their job duties. Our policy reflects and affirms the Company’s commitment to the principles of fair employment and the elimination of all discriminatory practices.
  Recommended Skills
Communication Interpersonal Skills Problem Solving State Ownership
Help us improve CareerBuilder by providing feedback about this job:
Report this job
Job ID: FHO1-9dn2vui
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['Communication', 'Interpersonal', 'Skills', 'Problem', 'Solving', 'State', 'Ownership']];https://www.careerbuilder.com/job/J3Q6K46CHCCHQKYD2VF
